pmid,doi,annee,modele,theme,themes_secondaires,journal,titre,url,fichier
29892313,,2018,epidemiologie,general,,Iranian journal of psychiatry,The Survey of Personal and National Identity on Cell Phone Addicts and Non-Addicts.,https://pubmed.ncbi.nlm.nih.gov/29892313/,epidemiologie/general/2018_29892313_the-survey-of-personal-and-national-identity-on-ce.md
30139897,10.1136/bmjopen-2017-020849,2018,epidemiologie,general,,BMJ open,"Links between blood pressure and medication intake, well-being, stress, physical activity and symptoms reported via a mobile phone-based self-management support system: a cohort study in primary care.",https://pubmed.ncbi.nlm.nih.gov/30139897/,epidemiologie/general/2018_30139897_links-between-blood-pressure-and-medication-intake.md
30452753,10.1044/2018_AJA-IMIA3-18-0003,2018,epidemiologie,general,,American journal of audiology,Big Data for Sound Policies: Toward Evidence-Informed Hearing Health Policies.,https://pubmed.ncbi.nlm.nih.gov/30452753/,epidemiologie/general/2018_30452753_big-data-for-sound-policies-toward-evidence-inform.md
28387952,10.1111/all.13177,2017,epidemiologie,general,,Allergy,Work productivity in rhinitis using cell phones: The MASK pilot study.,https://pubmed.ncbi.nlm.nih.gov/28387952/,epidemiologie/general/2017_28387952_work-productivity-in-rhinitis-using-cell-phones-th.md
28732291,10.1016/j.scitotenv.2017.07.131,2017,epidemiologie,general,,The Science of the total environment,"Comments on ""Radiofrequency electromagnetic fields and some cancers of unknown etiology: An ecological study"".",https://pubmed.ncbi.nlm.nih.gov/28732291/,epidemiologie/general/2017_28732291_comments-on-radiofrequency-electromagnetic-fields.md
26965900,10.1007/s10661-016-5227-1,2016,epidemiologie,general,,Environmental monitoring and assessment,The use of cell phone and insight into its potential human health impacts.,https://pubmed.ncbi.nlm.nih.gov/26965900/,epidemiologie/general/2016_26965900_the-use-of-cell-phone-and-insight-into-its-potenti.md
27015225,10.1016/j.aap.2016.03.007,2016,epidemiologie,general,,Accident; analysis and prevention,"Mobile phone use among motorcyclists and electric bike riders: A case study of Hanoi, Vietnam.",https://pubmed.ncbi.nlm.nih.gov/27015225/,epidemiologie/general/2016_27015225_mobile-phone-use-among-motorcyclists-and-electric.md
27097526,10.1186/s12942-016-0042-z,2016,epidemiologie,general,,International journal of health geographics,Dynamic assessment of exposure to air pollution using mobile phone data.,https://pubmed.ncbi.nlm.nih.gov/27097526/,epidemiologie/general/2016_27097526_dynamic-assessment-of-exposure-to-air-pollution-us.md
27311831,10.2196/mhealth.4926,2016,epidemiologie,general,,JMIR mHealth and uHealth,Mobile Phone Use and its Association With Sitting Time and Meeting Physical Activity Recommendations in a Mexican American Cohort.,https://pubmed.ncbi.nlm.nih.gov/27311831/,epidemiologie/general/2016_27311831_mobile-phone-use-and-its-association-with-sitting.md
27633215,10.1016/j.apergo.2016.06.012,2016,epidemiologie,general,,Applied ergonomics,Texting on mobile phones and musculoskeletal disorders in young adults: A five-year cohort study.,https://pubmed.ncbi.nlm.nih.gov/27633215/,epidemiologie/general/2016_27633215_texting-on-mobile-phones-and-musculoskeletal-disor.md
27843011,10.1016/j.envint.2016.10.027,2016,epidemiologie,general,,Environment international,"Effects of cell phone use on semen parameters: Results from the MARHCS cohort study in Chongqing, China.",https://pubmed.ncbi.nlm.nih.gov/27843011/,epidemiologie/general/2016_27843011_effects-of-cell-phone-use-on-semen-parameters-resu.md
26155473,10.7860/JCDR/2015/13831.5976,2015,epidemiologie,general,,Journal of clinical and diagnostic research : JCDR,Effect of Prolonged Use of Mobile Phone on Brainstem Auditory Evoked Potentials.,https://pubmed.ncbi.nlm.nih.gov/26155473/,epidemiologie/general/2015_26155473_effect-of-prolonged-use-of-mobile-phone-on-brainst.md
27006671,,2015,epidemiologie,general,,Iranian journal of psychiatry,The Validity and Reliability of the Persian Version Test of Mobile Phone Dependency (TMD).,https://pubmed.ncbi.nlm.nih.gov/27006671/,epidemiologie/general/2015_27006671_the-validity-and-reliability-of-the-persian-versio.md
23440452,10.1007/s10903-013-9792-x,2014,epidemiologie,general,,Journal of immigrant and minority health,Cell phone utilization among foreign-born Latinos: a promising tool for dissemination of health and HIV information.,https://pubmed.ncbi.nlm.nih.gov/23440452/,epidemiologie/general/2014_23440452_cell-phone-utilization-among-foreign-born-latinos.md
24692074,10.2478/s13382-014-0260-1,2014,epidemiologie,general,,International journal of occupational medicine and environmental health,The risk of subjective symptoms in mobile phone users in Poland--an epidemiological study.,https://pubmed.ncbi.nlm.nih.gov/24692074/,epidemiologie/general/2014_24692074_the-risk-of-subjective-symptoms-in-mobile-phone-us.md
23440607,10.4103/2141-9248.105662,2012,epidemiologie,general,,Annals of medical and health sciences research,Electromagnetic energy radiated from mobile phone alters electrocardiographic records of patients with ischemic heart disease.,https://pubmed.ncbi.nlm.nih.gov/23440607/,epidemiologie/general/2012_23440607_electromagnetic-energy-radiated-from-mobile-phone.md
17213224,10.1093/rpd/ncl547,2007,epidemiologie,general,,Radiation protection dosimetry,Radio frequency exposure in mobile phone users: implications for exposure assessment in epidemiological studies.,https://pubmed.ncbi.nlm.nih.gov/17213224/,epidemiologie/general/2007_17213224_radio-frequency-exposure-in-mobile-phone-users-imp.md
17878148,10.1093/rpd/ncm371,2007,epidemiologie,general,,Radiation protection dosimetry,Determination of exposure due to mobile phone base stations in an epidemiological study.,https://pubmed.ncbi.nlm.nih.gov/17878148/,epidemiologie/general/2007_17878148_determination-of-exposure-due-to-mobile-phone-base.md
15318944,10.1186/1471-2415-4-11,2004,epidemiologie,general,,BMC ophthalmology,Case-control study on uveal melanoma (RIFA): rational and design.,https://pubmed.ncbi.nlm.nih.gov/15318944/,epidemiologie/general/2004_15318944_case-control-study-on-uveal-melanoma-rifa-rational.md
38365625,10.1186/s12888-024-05565-x,2024,epidemiologie,neuro_comportement_cognition,,BMC psychiatry,Mobile phone problem use and depressive symptoms: the mediating role of social support and attitude to aging among Chinese older adults.,https://pubmed.ncbi.nlm.nih.gov/38365625/,epidemiologie/neuro_comportement_cognition/2024_38365625_mobile-phone-problem-use-and-depressive-symptoms-t.md
38993329,10.3389/fnhum.2024.1383913,2024,epidemiologie,neuro_comportement_cognition,eeg_sommeil,Frontiers in human neuroscience,Mobile phone short video use negatively impacts attention functions: an EEG study.,https://pubmed.ncbi.nlm.nih.gov/38993329/,epidemiologie/neuro_comportement_cognition/2024_38993329_mobile-phone-short-video-use-negatively-impacts-at.md
39137016,10.2196/39554,2024,epidemiologie,neuro_comportement_cognition,eeg_sommeil,JMIR formative research,Exploring the Impact of a Sleep App on Sleep Quality in a General Population Sample: Pilot Randomized Controlled Trial.,https://pubmed.ncbi.nlm.nih.gov/39137016/,epidemiologie/neuro_comportement_cognition/2024_39137016_exploring-the-impact-of-a-sleep-app-on-sleep-quali.md
39303373,10.1016/j.comppsych.2024.152530,2024,epidemiologie,neuro_comportement_cognition,neurodeveloppement,Comprehensive psychiatry,The longitudinal relationships between problematic mobile phone use symptoms and negative emotions: a cross-lagged panel network analysis.,https://pubmed.ncbi.nlm.nih.gov/39303373/,epidemiologie/neuro_comportement_cognition/2024_39303373_the-longitudinal-relationships-between-problematic.md
39703810,10.2147/PRBM.S489357,2024,epidemiologie,neuro_comportement_cognition,,Psychology research and behavior management,"Depression Severity Mediates the Relationships Between Parenting Styles, Peer-Victimization and Mobile Phone Dependence in Adolescents.",https://pubmed.ncbi.nlm.nih.gov/39703810/,epidemiologie/neuro_comportement_cognition/2024_39703810_depression-severity-mediates-the-relationships-bet.md
39744029,10.3389/fpsyg.2024.1494262,2024,epidemiologie,neuro_comportement_cognition,,Frontiers in psychology,The effect of adult attachment on mobile phone dependence among university students: the mediating role of loneliness.,https://pubmed.ncbi.nlm.nih.gov/39744029/,epidemiologie/neuro_comportement_cognition/2024_39744029_the-effect-of-adult-attachment-on-mobile-phone-dep.md
37096352,10.1177/03331024231169244,2023,epidemiologie,neuro_comportement_cognition,,Cephalalgia : an international journal of headache,Forecasting migraine with machine learning based on mobile phone diary and wearable data.,https://pubmed.ncbi.nlm.nih.gov/37096352/,epidemiologie/neuro_comportement_cognition/2023_37096352_forecasting-migraine-with-machine-learning-based-o.md
37128588,10.1016/j.dib.2023.109152,2023,epidemiologie,neuro_comportement_cognition,,Data in brief,Intention to use mobile payment by early adopters from mobile phone user data.,https://pubmed.ncbi.nlm.nih.gov/37128588/,epidemiologie/neuro_comportement_cognition/2023_37128588_intention-to-use-mobile-payment-by-early-adopters.md
37905240,10.3389/fpubh.2023.1247438,2023,epidemiologie,neuro_comportement_cognition,neurodeveloppement,Frontiers in public health,"Absolute and relative preferences for mobile phone internet content, mobile phone dependence, and depressive symptoms: a study of Chinese university students in the post-pandemic era.",https://pubmed.ncbi.nlm.nih.gov/37905240/,epidemiologie/neuro_comportement_cognition/2023_37905240_absolute-and-relative-preferences-for-mobile-phone.md
38093382,10.1186/s40359-023-01481-z,2023,epidemiologie,neuro_comportement_cognition,eeg_sommeil;neurodeveloppement,BMC psychology,Problematic mobile phone use and time management disposition in Chinese college students: the chain mediating role of sleep quality and cognitive flexibility.,https://pubmed.ncbi.nlm.nih.gov/38093382/,epidemiologie/neuro_comportement_cognition/2023_38093382_problematic-mobile-phone-use-and-time-management-d.md
35482373,10.2196/35295,2022,epidemiologie,neuro_comportement_cognition,eeg_sommeil,JMIR serious games,Impact of Visual Game-Like Features on Cognitive Performance in a Virtual Reality Working Memory Task: Within-Subjects Experiment.,https://pubmed.ncbi.nlm.nih.gov/35482373/,epidemiologie/neuro_comportement_cognition/2022_35482373_impact-of-visual-game-like-features-on-cognitive-p.md
35671286,10.1371/journal.pone.0269457,2022,epidemiologie,neuro_comportement_cognition,reproduction,PloS one,Mobile phone carrying locations and risk perception of men: A cross-sectional study.,https://pubmed.ncbi.nlm.nih.gov/35671286/,epidemiologie/neuro_comportement_cognition/2022_35671286_mobile-phone-carrying-locations-and-risk-perceptio.md
35687403,10.2196/23879,2022,epidemiologie,neuro_comportement_cognition,neurodeveloppement,JMIR formative research,"Feasibility and Acceptability of Internet-Based Interpersonal Psychotherapy for Stress, Anxiety, and Depression in Prenatal Women: Thematic Analysis.",https://pubmed.ncbi.nlm.nih.gov/35687403/,epidemiologie/neuro_comportement_cognition/2022_35687403_feasibility-and-acceptability-of-internet-based-in.md
36231371,10.3390/ijerph191912070,2022,epidemiologie,neuro_comportement_cognition,neurodeveloppement,International journal of environmental research and public health,Impact of Mobile Phone Screen Exposure on Adolescents' Cognitive Health.,https://pubmed.ncbi.nlm.nih.gov/36231371/,epidemiologie/neuro_comportement_cognition/2022_36231371_impact-of-mobile-phone-screen-exposure-on-adolesce.md
36496184,10.1016/j.etap.2022.104035,2022,epidemiologie,neuro_comportement_cognition,eeg_sommeil,Environmental toxicology and pharmacology,Forecasting and analysis of the effect of lifestyle on cognitive dysfunction induced by occupational aluminum exposure based on Bayesian networks.,https://pubmed.ncbi.nlm.nih.gov/36496184/,epidemiologie/neuro_comportement_cognition/2022_36496184_forecasting-and-analysis-of-the-effect-of-lifestyl.md
36497924,10.3390/ijerph192315849,2022,epidemiologie,neuro_comportement_cognition,,International journal of environmental research and public health,Current Status and Correlation of Physical Activity and Tendency to Problematic Mobile Phone Use in College Students.,https://pubmed.ncbi.nlm.nih.gov/36497924/,epidemiologie/neuro_comportement_cognition/2022_36497924_current-status-and-correlation-of-physical-activit.md
36594048,10.1007/s00779-022-01707-8,2022,epidemiologie,neuro_comportement_cognition,eeg_sommeil,Personal and ubiquitous computing,Comparing online cognitive load on mobile versus PC-based devices.,https://pubmed.ncbi.nlm.nih.gov/36594048/,epidemiologie/neuro_comportement_cognition/2022_36594048_comparing-online-cognitive-load-on-mobile-versus-p.md
33990000,10.1016/j.gaitpost.2021.05.001,2021,epidemiologie,neuro_comportement_cognition,,Gait & posture,Mobile phone use is detrimental for gait stability in young adults.,https://pubmed.ncbi.nlm.nih.gov/33990000/,epidemiologie/neuro_comportement_cognition/2021_33990000_mobile-phone-use-is-detrimental-for-gait-stability.md
34290808,10.12669/pjms.37.4.4124,2021,epidemiologie,neuro_comportement_cognition,,Pakistan journal of medical sciences,"The relationship between problematic cell phone use, eating disorders and social anxiety among university students.",https://pubmed.ncbi.nlm.nih.gov/34290808/,epidemiologie/neuro_comportement_cognition/2021_34290808_the-relationship-between-problematic-cell-phone-us.md
34442112,10.3390/healthcare9080975,2021,epidemiologie,neuro_comportement_cognition,,"Healthcare (Basel, Switzerland)","Empathy and Mobile Phone Dependence in Nursing: A Cross-Sectional Study in a Public Hospital of the Island of Crete, Greece.",https://pubmed.ncbi.nlm.nih.gov/34442112/,epidemiologie/neuro_comportement_cognition/2021_34442112_empathy-and-mobile-phone-dependence-in-nursing-a-c.md
34444385,10.3390/ijerph18168637,2021,epidemiologie,neuro_comportement_cognition,,International journal of environmental research and public health,Mobile Phone Use during Gait: The Role of Perceived Prioritization and Executive Control.,https://pubmed.ncbi.nlm.nih.gov/34444385/,epidemiologie/neuro_comportement_cognition/2021_34444385_mobile-phone-use-during-gait-the-role-of-perceived.md
32040492,10.1371/journal.pone.0228756,2020,epidemiologie,neuro_comportement_cognition,eeg_sommeil,PloS one,"Effect of restricting bedtime mobile phone use on sleep, arousal, mood, and working memory: A randomized pilot trial.",https://pubmed.ncbi.nlm.nih.gov/32040492/,epidemiologie/neuro_comportement_cognition/2020_32040492_effect-of-restricting-bedtime-mobile-phone-use-on.md
32223848,10.1071/HC19042,2020,epidemiologie,neuro_comportement_cognition,,Journal of primary health care,Cell phone and technology use by octogenarians.,https://pubmed.ncbi.nlm.nih.gov/32223848/,epidemiologie/neuro_comportement_cognition/2020_32223848_cell-phone-and-technology-use-by-octogenarians.md
32294828,10.3760/cma.j.issn.0254-6450.2020.03.008,2020,epidemiologie,neuro_comportement_cognition,neurodeveloppement;eeg_sommeil,Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi,[Mobile phone use in early pregnant and infant sleep-wake behaviour in 6 months: a cohort study].,https://pubmed.ncbi.nlm.nih.gov/32294828/,epidemiologie/neuro_comportement_cognition/2020_32294828_mobile-phone-use-in-early-pregnant-and-infant-slee.md
32803902,10.1111/jan.14496,2020,epidemiologie,neuro_comportement_cognition,,Journal of advanced nursing,Private life telepressure and workplace cognitive failure among hospital nurses: The moderating role of mobile phone presence.,https://pubmed.ncbi.nlm.nih.gov/32803902/,epidemiologie/neuro_comportement_cognition/2020_32803902_private-life-telepressure-and-workplace-cognitive.md
33087109,10.1186/s12889-020-09695-1,2020,epidemiologie,neuro_comportement_cognition,neurodeveloppement;eeg_sommeil,BMC public health,"Chinese public's knowledge, perceived severity, and perceived controllability of COVID-19 and their associations with emotional and behavioural reactions, social participation, and precautionary behaviour: a national survey.",https://pubmed.ncbi.nlm.nih.gov/33087109/,epidemiologie/neuro_comportement_cognition/2020_33087109_chinese-public-s-knowledge-perceived-severity-and.md
33221634,10.1016/j.ijheh.2020.113659,2020,epidemiologie,neuro_comportement_cognition,neurodeveloppement,International journal of hygiene and environmental health,Association between estimated whole-brain radiofrequency electromagnetic fields dose and cognitive function in preadolescents and adolescents.,https://pubmed.ncbi.nlm.nih.gov/33221634/,epidemiologie/neuro_comportement_cognition/2020_33221634_association-between-estimated-whole-brain-radiofre.md
30894914,10.3889/oamjms.2019.138,2019,epidemiologie,neuro_comportement_cognition,,Open access Macedonian journal of medical sciences,Investigating Different Dimensions of Nomophobia among Medical Students: A Cross-Sectional Study.,https://pubmed.ncbi.nlm.nih.gov/30894914/,epidemiologie/neuro_comportement_cognition/2019_30894914_investigating-different-dimensions-of-nomophobia-a.md
30949104,10.3389/fpsyg.2019.00598,2019,epidemiologie,neuro_comportement_cognition,,Frontiers in psychology,The Relationship Between Parental Attachment and Mobile Phone Dependence Among Chinese Rural Adolescents: The Role of Alexithymia and Mindfulness.,https://pubmed.ncbi.nlm.nih.gov/30949104/,epidemiologie/neuro_comportement_cognition/2019_30949104_the-relationship-between-parental-attachment-and-m.md
31019724,10.1177/2055207619844870,2019,epidemiologie,neuro_comportement_cognition,,Digital health,"Cell phone use predicts being an ""active couch potato"": results from a cross-sectional survey of sufficiently active college students.",https://pubmed.ncbi.nlm.nih.gov/31019724/,epidemiologie/neuro_comportement_cognition/2019_31019724_cell-phone-use-predicts-being-an-active-couch-pota.md
31076240,10.1016/j.addbeh.2019.04.033,2019,epidemiologie,neuro_comportement_cognition,neurodeveloppement;eeg_sommeil,Addictive behaviors,"The relationships between mobile phone use and depressive symptoms, bodily pain, and daytime sleepiness in Hong Kong secondary school students.",https://pubmed.ncbi.nlm.nih.gov/31076240/,epidemiologie/neuro_comportement_cognition/2019_31076240_the-relationships-between-mobile-phone-use-and-dep.md
31379655,10.3389/fpsyg.2019.01589,2019,epidemiologie,neuro_comportement_cognition,,Frontiers in psychology,Psychological Distress and Problematic Mobile Phone Use Among Adolescents: The Mediating Role of Maladaptive Cognitions and the Moderating Role of Effortful Control.,https://pubmed.ncbi.nlm.nih.gov/31379655/,epidemiologie/neuro_comportement_cognition/2019_31379655_psychological-distress-and-problematic-mobile-phon.md
31464478,10.1037/xap0000239,2019,epidemiologie,neuro_comportement_cognition,,Journal of experimental psychology. Applied,Having a phone conversation delays but does not disrupt cognitive mechanisms.,https://pubmed.ncbi.nlm.nih.gov/31464478/,epidemiologie/neuro_comportement_cognition/2019_31464478_having-a-phone-conversation-delays-but-does-not-di.md
31531216,10.4103/ijpvm.IJPVM_311_17,2019,epidemiologie,neuro_comportement_cognition,eeg_sommeil,International journal of preventive medicine,Association between General Health and Mobile Phone Dependency among Medical University Students: A Cross-sectional Study in Iran.,https://pubmed.ncbi.nlm.nih.gov/31531216/,epidemiologie/neuro_comportement_cognition/2019_31531216_association-between-general-health-and-mobile-phon.md
31744429,10.1176/appi.ps.201900203,2019,epidemiologie,neuro_comportement_cognition,,"Psychiatric services (Washington, D.C.)",Mobile Phone and Smartphone Use by People With Serious Mental Illness.,https://pubmed.ncbi.nlm.nih.gov/31744429/,epidemiologie/neuro_comportement_cognition/2019_31744429_mobile-phone-and-smartphone-use-by-people-with-ser.md
31907144,10.12122/j.issn.1673-4254.2019.12.16,2019,epidemiologie,neuro_comportement_cognition,eeg_sommeil,Nan fang yi ke da xue xue bao = Journal of Southern Medical University,[Association of mobile phone overuse with sleep disorder and unhealthy eating behaviors in college students of a medical university in Guangzhou].,https://pubmed.ncbi.nlm.nih.gov/31907144/,epidemiologie/neuro_comportement_cognition/2019_31907144_association-of-mobile-phone-overuse-with-sleep-dis.md
29649707,10.1016/j.gaitpost.2018.04.007,2018,epidemiologie,neuro_comportement_cognition,neurodeveloppement,Gait & posture,Specific smartphone usage and cognitive performance affect gait characteristics during free-living and treadmill walking.,https://pubmed.ncbi.nlm.nih.gov/29649707/,epidemiologie/neuro_comportement_cognition/2018_29649707_specific-smartphone-usage-and-cognitive-performanc.md
29780345,10.3389/fpsyg.2018.00655,2018,epidemiologie,neuro_comportement_cognition,,Frontiers in psychology,Addiction-Like Mobile Phone Behavior - Validation and Association With Problem Gambling.,https://pubmed.ncbi.nlm.nih.gov/29780345/,epidemiologie/neuro_comportement_cognition/2018_29780345_addiction-like-mobile-phone-behavior-validation-an.md
30530464,10.2196/10049,2018,epidemiologie,neuro_comportement_cognition,,JMIR mHealth and uHealth,"Mobile Phone, Computer, and Internet Use Among Older Homeless Adults: Results from the HOPE HOME Cohort Study.",https://pubmed.ncbi.nlm.nih.gov/30530464/,epidemiologie/neuro_comportement_cognition/2018_30530464_mobile-phone-computer-and-internet-use-among-older.md
30598957,10.4103/jfmpc.jfmpc_120_17,2018,epidemiologie,neuro_comportement_cognition,neurodeveloppement,Journal of family medicine and primary care,The effectiveness of mobile phone text massaging support for mothers with postpartum depression: A clinical before and after study.,https://pubmed.ncbi.nlm.nih.gov/30598957/,epidemiologie/neuro_comportement_cognition/2018_30598957_the-effectiveness-of-mobile-phone-text-massaging-s.md
28384977,10.7860/JCDR/2017/20858.9341,2017,epidemiologie,neuro_comportement_cognition,,Journal of clinical and diagnostic research : JCDR,Nomophobia: A Cross-sectional Study to Assess Mobile Phone Usage Among Dental Students.,https://pubmed.ncbi.nlm.nih.gov/28384977/,epidemiologie/neuro_comportement_cognition/2017_28384977_nomophobia-a-cross-sectional-study-to-assess-mobil.md
28661428,10.3390/ijerph14070701,2017,epidemiologie,neuro_comportement_cognition,neurodeveloppement;eeg_sommeil,International journal of environmental research and public health,Association between Excessive Use of Mobile Phone and Insomnia and Depression among Japanese Adolescents.,https://pubmed.ncbi.nlm.nih.gov/28661428/,epidemiologie/neuro_comportement_cognition/2017_28661428_association-between-excessive-use-of-mobile-phone.md
28873768,,2017,epidemiologie,neuro_comportement_cognition,,Studies in health technology and informatics,Digital Support for Persons with Cognitive Impairment.,https://pubmed.ncbi.nlm.nih.gov/28873768/,epidemiologie/neuro_comportement_cognition/2017_28873768_digital-support-for-persons-with-cognitive-impairm.md
27665258,10.1016/j.ijheh.2016.08.007,2016,epidemiologie,neuro_comportement_cognition,neurodeveloppement,International journal of hygiene and environmental health,"Mobile phone use, behavioural problems and concentration capacity in adolescents: A prospective study.",https://pubmed.ncbi.nlm.nih.gov/27665258/,epidemiologie/neuro_comportement_cognition/2016_27665258_mobile-phone-use-behavioural-problems-and-concentr.md
27788568,10.5620/eht.e2016022,2016,epidemiologie,neuro_comportement_cognition,eeg_sommeil,Environmental health and toxicology,A cross-sectional study of the association between mobile phone use and symptoms of ill health.,https://pubmed.ncbi.nlm.nih.gov/27788568/,epidemiologie/neuro_comportement_cognition/2016_27788568_a-cross-sectional-study-of-the-association-between.md
28717768,10.1200/JGO.2016.004119,2016,epidemiologie,neuro_comportement_cognition,,Journal of global oncology,Symptom Levels in Care-Seeking Bangladeshi and Nepalese Adults With Advanced Cancer.,https://pubmed.ncbi.nlm.nih.gov/28717768/,epidemiologie/neuro_comportement_cognition/2016_28717768_symptom-levels-in-care-seeking-bangladeshi-and-nep.md
25768842,10.1080/13607863.2015.1008987,2015,epidemiologie,neuro_comportement_cognition,,Aging & mental health,Neurocognitive and functional correlates of mobile phone use in middle-aged and older patients with schizophrenia.,https://pubmed.ncbi.nlm.nih.gov/25768842/,epidemiologie/neuro_comportement_cognition/2015_25768842_neurocognitive-and-functional-correlates-of-mobile.md
25967996,10.1136/bmjopen-2014-007302,2015,epidemiologie,neuro_comportement_cognition,neurodeveloppement,BMJ open,"Association between mobile phone use and self-reported well-being in children: a questionnaire-based cross-sectional study in Chongqing, China.",https://pubmed.ncbi.nlm.nih.gov/25967996/,epidemiologie/neuro_comportement_cognition/2015_25967996_association-between-mobile-phone-use-and-self-repo.md
26053080,10.1097/JAN.0000000000000074,2015,epidemiologie,neuro_comportement_cognition,neurodeveloppement,Journal of addictions nursing,Mobile Phone Overuse Among Elementary School Students in Korea: Factors Associated With Mobile Phone Use as a Behavior Addiction.,https://pubmed.ncbi.nlm.nih.gov/26053080/,epidemiologie/neuro_comportement_cognition/2015_26053080_mobile-phone-overuse-among-elementary-school-stude.md
26121498,10.1037/xhp0000100,2015,epidemiologie,neuro_comportement_cognition,,Journal of experimental psychology. Human perception and performance,The attentional cost of receiving a cell phone notification.,https://pubmed.ncbi.nlm.nih.gov/26121498/,epidemiologie/neuro_comportement_cognition/2015_26121498_the-attentional-cost-of-receiving-a-cell-phone-not.md
26187404,10.2196/resprot.3852,2015,epidemiologie,neuro_comportement_cognition,eeg_sommeil,JMIR research protocols,Mobile App-Delivered Cognitive Behavioral Therapy for Insomnia: Feasibility and Initial Efficacy Among Veterans With Cannabis Use Disorders.,https://pubmed.ncbi.nlm.nih.gov/26187404/,epidemiologie/neuro_comportement_cognition/2015_26187404_mobile-app-delivered-cognitive-behavioral-therapy.md
26222312,10.1371/journal.pone.0133528,2015,epidemiologie,neuro_comportement_cognition,neurodeveloppement;eeg_sommeil,PloS one,Symptoms and Cognitive Functions in Adolescents in Relation to Mobile Phone Use during Night.,https://pubmed.ncbi.nlm.nih.gov/26222312/,epidemiologie/neuro_comportement_cognition/2015_26222312_symptoms-and-cognitive-functions-in-adolescents-in.md
24082641,10.4103/0019-5278.116365,2013,epidemiologie,neuro_comportement_cognition,,Indian journal of occupational and environmental medicine,Adverse health effects of occupational exposure to radiofrequency radiation in airport surveillance radar operators.,https://pubmed.ncbi.nlm.nih.gov/24082641/,epidemiologie/neuro_comportement_cognition/2013_24082641_adverse-health-effects-of-occupational-exposure-to.md
22605787,10.1177/2047487312449416,2012,epidemiologie,neuro_comportement_cognition,,European journal of preventive cardiology,Development of a set of mobile phone text messages designed for prevention of recurrent cardiovascular events.,https://pubmed.ncbi.nlm.nih.gov/22605787/,epidemiologie/neuro_comportement_cognition/2012_22605787_development-of-a-set-of-mobile-phone-text-messages.md
25929484,10.1002/bem.20698,2011,epidemiologie,neuro_comportement_cognition,,Bioelectromagnetics,Long-term digital mobile phone use and cognitive decline in the elderly.,https://pubmed.ncbi.nlm.nih.gov/25929484/,epidemiologie/neuro_comportement_cognition/2011_25929484_long-term-digital-mobile-phone-use-and-cognitive-d.md
40729324,10.1371/journal.pone.0327726,2025,epidemiologie,neurodeveloppement,,PloS one,Usability of a hearing test mobile app across generations.,https://pubmed.ncbi.nlm.nih.gov/40729324/,epidemiologie/neurodeveloppement/2025_40729324_usability-of-a-hearing-test-mobile-app-across-gene.md
40786381,10.7759/cureus.87671,2025,epidemiologie,neurodeveloppement,neuro_comportement_cognition,Cureus,Radiofrequency Electromagnetic Field Emissions and Neurodevelopmental Outcomes in Infants: A Prospective Cohort Study.,https://pubmed.ncbi.nlm.nih.gov/40786381/,epidemiologie/neurodeveloppement/2025_40786381_radiofrequency-electromagnetic-field-emissions-and.md
40888227,10.1111/tmi.70004,2025,epidemiologie,neurodeveloppement,reproduction,Tropical medicine & international health : TM & IH,Measuring childhood mortality through mobile phone interviews in Mozambique.,https://pubmed.ncbi.nlm.nih.gov/40888227/,epidemiologie/neurodeveloppement/2025_40888227_measuring-childhood-mortality-through-mobile-phone.md
41105948,10.2196/70819,2025,epidemiologie,neurodeveloppement,neuro_comportement_cognition;eeg_sommeil,Journal of medical Internet research,The Association Between Presleep and Postwake Mobile Phone Use and Nonsuicidal Self-Injury Among University Students: Cross-Sectional Study.,https://pubmed.ncbi.nlm.nih.gov/41105948/,epidemiologie/neurodeveloppement/2025_41105948_the-association-between-presleep-and-postwake-mobi.md
38428227,10.1016/j.actpsy.2024.104197,2024,epidemiologie,neurodeveloppement,,Acta psychologica,Psychometric properties of the Mobile Phone Parenting Practices Questionnaire (MPPPQ) for Chinese separated families with young children.,https://pubmed.ncbi.nlm.nih.gov/38428227/,epidemiologie/neurodeveloppement/2024_38428227_psychometric-properties-of-the-mobile-phone-parent.md
38666760,10.1002/prp2.1179,2024,epidemiologie,neurodeveloppement,,Pharmacology research & perspectives,Pharmacogenetic variability of tuberculosis biomarkers in native and mestizo Peruvian populations.,https://pubmed.ncbi.nlm.nih.gov/38666760/,epidemiologie/neurodeveloppement/2024_38666760_pharmacogenetic-variability-of-tuberculosis-biomar.md
38916105,10.29063/ajrh2024/v28i5.6,2024,epidemiologie,neurodeveloppement,,African journal of reproductive health,"Jalinan Kasih android mobile phone application improves knowledge, attitude, and practice regarding early marriage among high school students: Evidence from quasi-experimental study.",https://pubmed.ncbi.nlm.nih.gov/38916105/,epidemiologie/neurodeveloppement/2024_38916105_jalinan-kasih-android-mobile-phone-application-imp.md
36709672,10.1016/j.envint.2023.107737,2023,epidemiologie,neurodeveloppement,neuro_comportement_cognition;dosimetrie_exposition,Environment international,Modelling of daily radiofrequency electromagnetic field dose for a prospective adolescent cohort.,https://pubmed.ncbi.nlm.nih.gov/36709672/,epidemiologie/neurodeveloppement/2023_36709672_modelling-of-daily-radiofrequency-electromagnetic.md
